Wall_time,Step,Value
1649674582.8127735,1000,-66.90899658203125
1649674917.1474495,2000,-13.928000450134277
1649675252.840727,3000,17.506000518798828
1649675588.5523794,4000,25.785999298095703
1649675925.0624077,5000,36.54100036621094
1649676261.2550714,6000,44.194000244140625
1649676597.3216896,7000,29.222999572753906
1649676932.6457398,8000,24.090999603271484
1649677268.1470757,9000,24.665000915527344
1649677603.8302743,10000,20.077999114990234
1649677940.157291,11000,16.538999557495117
1649678275.498172,12000,19.309999465942383
1649678612.0117884,13000,20.19300079345703
1649678947.6173487,14000,22.458999633789062
1649679283.5178537,15000,18.332000732421875
1649679619.3605113,16000,18.448999404907227
1649679955.077962,17000,15.581000328063965
1649680290.5177326,18000,15.635000228881836
1649680626.5511756,19000,15.480999946594238
1649680961.7008967,20000,15.550000190734863
1649681297.6032717,21000,14.253000259399414
1649681633.6049623,22000,13.222000122070312
1649681970.4280484,23000,11.095000267028809
1649682306.3557396,24000,9.843000411987305
1649682642.2875037,25000,11.52400016784668
1649682977.9345965,26000,12.321000099182129
1649683313.436306,27000,13.8100004196167
1649683649.2999995,28000,11.041999816894531
1649683984.1531007,29000,9.550999641418457
1649684320.2818005,30000,9.777999877929688
1649684656.8585746,31000,7.698999881744385
1649684993.0221734,32000,8.987000465393066
1649685328.683515,33000,9.416000366210938
1649685664.6927316,34000,9.133999824523926
1649686001.3643923,35000,11.079999923706055
1649686337.102762,36000,11.579000473022461
1649686672.3539958,37000,11.736000061035156
1649687007.9532194,38000,9.928000450134277
1649687344.5276363,39000,9.67199993133545
1649687680.5025218,40000,13.246999740600586
1649688016.71349,41000,18.256999969482422
1649688353.1669762,42000,18.7189998626709
1649688689.078572,43000,16.45199966430664
1649689024.1797998,44000,13.347999572753906
1649689359.7073789,45000,13.906999588012695
1649689695.2104042,46000,15.730999946594238
1649690031.8442597,47000,14.663000106811523
1649690366.503363,48000,14.71500015258789
1649690700.4934378,49000,15.79800033569336
1649691035.4345675,50000,13.260000228881836
1649691373.0011277,51000,15.208999633789062
1649691711.3668547,52000,18.1200008392334
1649692050.4951274,53000,23.374000549316406
1649692390.084152,54000,22.863000869750977
1649692730.9960637,55000,23.95599937438965
1649693072.1543903,56000,16.031999588012695
1649693412.825088,57000,19.402999877929688
1649693753.8819814,58000,15.543000221252441
1649694093.7697237,59000,16.496000289916992
1649694434.388608,60000,11.78499984741211
1649694773.2688127,61000,13.784000396728516
1649695108.7279756,62000,13.246999740600586
1649695443.9308534,63000,14.951000213623047
1649695779.5593648,64000,15.878000259399414
1649696115.5527477,65000,14.97700023651123
1649696451.1362522,66000,12.663000106811523
1649696786.2110548,67000,12.484000205993652
1649697121.904908,68000,14.939000129699707
1649697457.538688,69000,13.395000457763672
1649697792.3002133,70000,12.22700023651123
1649698127.4239712,71000,14.090999603271484
1649698463.3682055,72000,12.95300006866455
1649698798.4213712,73000,13.055999755859375
1649699133.6157954,74000,13.029000282287598
1649699469.627761,75000,11.411999702453613
1649699805.1915207,76000,13.381999969482422
1649700140.41124,77000,11.227999687194824
1649700475.6452496,78000,13.354999542236328
1649700810.9891572,79000,12.831000328063965
1649701145.8392303,80000,12.265999794006348
1649701480.9637005,81000,11.656999588012695
1649701816.386217,82000,11.241999626159668
1649702152.5206366,83000,11.244000434875488
1649702488.0015807,84000,12.46399974822998
1649702823.4418204,85000,12.420000076293945
1649703159.4420662,86000,13.244000434875488
1649703494.5852451,87000,11.793999671936035
1649703829.7160602,88000,11.600000381469727
1649704164.438426,89000,13.10099983215332
1649704499.3185153,90000,14.020000457763672
1649704834.3000753,91000,12.142999649047852
1649705169.8167813,92000,10.479000091552734
1649705505.7157214,93000,15.090999603271484
1649705840.4098036,94000,16.990999221801758
1649706175.339315,95000,15.810999870300293
1649706511.4065545,96000,17.62299919128418
1649706846.537989,97000,14.965999603271484
1649707181.9688,98000,16.899999618530273
1649707517.1673062,99000,17.959999084472656
1649707851.6604528,100000,17.9060001373291
