Wall_time,Step,Value
1649674421.0829368,1000,-9.87399959564209
1649674563.5511441,2000,-6.650000095367432
1649674706.5307956,3000,11.560999870300293
1649674850.0586312,4000,38.808998107910156
1649674993.487883,5000,58.755001068115234
1649675137.1170852,6000,29.628999710083008
1649675280.6322215,7000,33.11800003051758
1649675424.339329,8000,26.275999069213867
1649675568.0733051,9000,23.243000030517578
1649675711.5024333,10000,17.413000106811523
1649675854.950928,11000,11.805999755859375
1649675998.0584548,12000,16.374000549316406
1649676141.5578237,13000,19.242000579833984
1649676285.105596,14000,18.05900001525879
1649676428.2892475,15000,14.781000137329102
1649676571.5309443,16000,14.694000244140625
1649676715.2793734,17000,12.463000297546387
1649676858.435069,18000,11.25100040435791
1649677001.5873668,19000,7.0370001792907715
1649677145.065411,20000,5.043000221252441
1649677288.7743294,21000,5.443999767303467
1649677432.3892248,22000,5.013000011444092
1649677575.4109497,23000,3.24399995803833
1649677718.4680521,24000,6.285999774932861
1649677862.2111,25000,6.815000057220459
1649678005.341137,26000,5.196000099182129
1649678148.6057792,27000,7.8379998207092285
1649678292.1260679,28000,5.239999771118164
1649678435.2576675,29000,8.199000358581543
1649678578.366646,30000,8.284000396728516
1649678721.5568147,31000,5.781000137329102
1649678864.7657468,32000,5.0980000495910645
1649679008.4707518,33000,4.631999969482422
1649679151.7847714,34000,6.789999961853027
1649679295.5288806,35000,7.460000038146973
1649679438.9783125,36000,6.931000232696533
1649679582.1399097,37000,8.883000373840332
1649679725.5520737,38000,6.314000129699707
1649679868.9333851,39000,5.546999931335449
1649680012.0178258,40000,6.574999809265137
1649680155.2037709,41000,5.822999954223633
1649680298.70317,42000,5.21999979019165
1649680442.311408,43000,6.281000137329102
1649680585.6758115,44000,6.7179999351501465
1649680729.383448,45000,8.057999610900879
1649680872.8468714,46000,8.505999565124512
1649681016.2230475,47000,6.947000026702881
1649681159.325723,48000,6.6020002365112305
1649681302.3170662,49000,7.4679999351501465
1649681445.387883,50000,7.760000228881836
1649681588.5810735,51000,7.892000198364258
1649681731.961882,52000,7.526000022888184
1649681875.430302,53000,5.73799991607666
1649682018.818323,54000,9.057000160217285
1649682161.9795184,55000,8.630000114440918
1649682305.3541281,56000,7.764999866485596
1649682448.9538536,57000,6.083000183105469
1649682592.381978,58000,5.88100004196167
1649682735.83821,59000,7.3379998207092285
1649682878.8775067,60000,7.686999797821045
1649683022.24266,61000,8.052000045776367
1649683165.2267897,62000,7.804999828338623
1649683308.0414135,63000,6.841000080108643
1649683451.2294283,64000,8.053000450134277
1649683594.7221725,65000,6.836999893188477
1649683737.6542335,66000,8.236000061035156
1649683880.895701,67000,6.086999893188477
1649684024.1465793,68000,8.609999656677246
1649684167.6245537,69000,5.565999984741211
1649684310.8530092,70000,6.513000011444092
1649684454.0810928,71000,6.296999931335449
1649684596.8930764,72000,5.505000114440918
1649684740.145402,73000,5.815000057220459
1649684883.3540905,74000,7.796999931335449
1649685026.8743854,75000,8.343999862670898
1649685169.8818753,76000,7.539999961853027
1649685312.9325135,77000,4.870999813079834
1649685456.2001808,78000,5.01800012588501
1649685599.1316745,79000,5.989999771118164
1649685742.2619424,80000,4.48799991607666
1649685886.166722,81000,7.333000183105469
1649686030.1009417,82000,6.145999908447266
1649686173.996932,83000,6.960000038146973
1649686316.9589176,84000,7.2769999504089355
1649686460.2949195,85000,6.889999866485596
1649686603.6624546,86000,7.872000217437744
1649686747.1301947,87000,7.120999813079834
1649686890.0915854,88000,7.303999900817871
1649687033.3334246,89000,7.3979997634887695
1649687176.567499,90000,9.717000007629395
1649687320.002184,91000,6.355999946594238
1649687463.2833078,92000,8.598999977111816
1649687606.66191,93000,6.875
1649687750.037412,94000,4.314000129699707
1649687893.679562,95000,5.9720001220703125
1649688037.2695215,96000,4.609000205993652
1649688180.1551435,97000,6.776000022888184
1649688323.7641342,98000,8.121000289916992
1649688467.2350256,99000,8.616000175476074
1649688610.7929869,100000,6.520999908447266
