Wall_time,Step,Value
1649653221.4490986,1000,-89.11900329589844
1649653378.3957312,2000,-55.0890007019043
1649653539.555298,3000,-31.29800033569336
1649653690.694098,4000,-28.549999237060547
1649653846.5939715,5000,-25.388999938964844
1649654000.9534123,6000,-21.593000411987305
1649654161.0679023,7000,-17.80900001525879
1649654318.1263056,8000,-15.927000045776367
1649654472.696004,9000,-15.236000061035156
1649654624.2904708,10000,-14.819999694824219
1649654776.3272984,11000,-14.258999824523926
1649654933.493742,12000,-15.616999626159668
1649655088.7648864,13000,-15.019000053405762
1649655240.4893527,14000,-14.234999656677246
1649655389.5968325,15000,-15.210000038146973
1649655528.088048,16000,-14.491999626159668
1649655682.3710384,17000,-14.032999992370605
1649655833.2672813,18000,-13.98799991607666
1649655979.5039165,19000,-13.418999671936035
1649656125.7219267,20000,-13.536999702453613
1649656267.5670912,21000,-14.281000137329102
1649656407.0734758,22000,-13.904000282287598
1649656541.508134,23000,-14.359999656677246
1649656677.3543909,24000,-13.486000061035156
1649656808.5871384,25000,-14.67300033569336
