Wall_time,Step,Value
1649653280.2256281,1000,-36.933998107910156
1649653510.126468,2000,-24.139999389648438
1649653738.8112957,3000,-3.9000000953674316
1649653968.8771095,4000,-24.756000518798828
1649654195.888621,5000,-4.723999977111816
1649654419.9045217,6000,-13.392000198364258
1649654650.6278398,7000,-7.579999923706055
1649654892.905067,8000,3.635999917984009
1649655131.6318512,9000,-6.076000213623047
1649655350.172271,10000,-17.496000289916992
1649655564.8912797,11000,-0.972000002861023
1649655787.7215545,12000,4.484000205993652
1649656005.9863577,13000,3.752000093460083
1649656216.9145412,14000,21.47599983215332
1649656430.7168064,15000,22.631999969482422
1649656640.2046008,16000,23.18600082397461
1649656843.1838274,17000,4.98799991607666
1649657007.5626926,18000,8.631999969482422
1649657160.4179509,19000,16.808000564575195
1649657294.8854437,20000,15.541999816894531
1649657427.9690158,21000,7.409999847412109
1649657558.599488,22000,22.04400062561035
1649657687.9406881,23000,14.543999671936035
1649657825.0306466,24000,11.722000122070312
1649657954.1007566,25000,11.133999824523926
