Wall_time,Step,Value
1649653160.4846833,1000,-44.4630012512207
1649653257.9100718,2000,-39.959999084472656
1649653348.0036733,3000,-8.869999885559082
1649653440.0441327,4000,-8.08899974822998
1649653530.0190148,5000,-7.323999881744385
1649653624.8444185,6000,-7.006999969482422
1649653722.4795966,7000,-5.445000171661377
1649653816.533889,8000,-5.271999835968018
1649653914.4333043,9000,-4.7170000076293945
1649654003.0485246,10000,-4.868000030517578
1649654086.672133,11000,-4.809999942779541
1649654183.900317,12000,-4.702000141143799
1649654271.0042224,13000,-4.520999908447266
1649654361.7605796,14000,-4.489999771118164
1649654457.5339699,15000,-4.218999862670898
1649654568.368492,16000,-4.6519999504089355
1649654673.4749799,17000,-4.76200008392334
1649654758.283835,18000,-4.706999778747559
1649654856.8965747,19000,-4.771999835968018
1649654947.8416965,20000,-4.547999858856201
1649655051.894162,21000,-4.589000225067139
1649655146.9311943,22000,-4.572000026702881
1649655231.2531726,23000,-4.660999774932861
1649655319.5931623,24000,-4.376999855041504
1649655398.9937224,25000,-4.750999927520752
